,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,artist,explicit,name,playlist,popularity,position,preview_url,combined_name,lyrics
Dad says nothing. He finishes his tea and looks for a nail to hang our one picture. The man in the picture has a thin face. He wears a yellow skullcap and a black robe with a cross on his chest. Dad says he was a Pope, Leo the Thirteenth, a great friend of the workingman. He brought this picture all the way from America where he found it thrown out by someone who had no time for the workingman. Mam says he's talking a lot of bloody nonsense and he says she shouldn't say bloody in front of the children. Dad finds a nail but wonders how he's going to get it into the wall without a hammer. Mam says he could go borrow one from the people next door but he says you don't go around borrowing from people you don't know. He leans the picture against the wall and drives the nail with the bottom of a jam jar. The jam jar breaks and cuts his hand and a blob of blood falls on the Pope's head. He wraps his hand in the dish rag and tells Mam, Quick, quick, wipe the blood off the Pope before it dries. She tries to wipe the blood away with her sleeve but it's wool and spreads the blood till the whole side of the Pope's face is smeared. Dad says, Lord above, Angela, you've destroyed the Pope entirely, and she says, Arrah, stop your whining, we'll get some paint and go over his face some day, and Dad says, He's the only Pope that was ever a friend to the workingman and what are we to say if someone from the St. Vincent de Paul Society comes in and sees blood all over him? Mam says, I don't know. It's your blood and 'tis a sad thing when a man can't even drive a nail straight. It just goes to show how useless you are. You'd be better off digging fields and anyway I don't care. I have pain in my back and I'm going to bed.
Och, what am I going to do? Dad says.
Take down the Pope and hide him in the coal hole under the stairs where he won't be seen and he'll be out of harm's way.
I can't, says Dad. It would be bad luck. Coal hole is no place for a Pope. When the Pope is up, he's up.
Suit yourself, says Mam.
I will, says Dad.
This is our first Christmas in Limerick and the girls are out in
the lane, skipping rope and singing, Christmas is coming And the goose is getting fat, Please put a penny In the old man's hat.
If you haven't a penny
A ha'penny will do
And if you haven't a ha'penny
God bless you.
Boys tease the girls and call out,
May your mother have an accident
Abroad in the loo.
Mam says she'd like to have a nice Christmas dinner but what can you do when the Labour Exchange reduces the dole to sixteen shillings after Oliver and Eugene died? You pay the rent of six shillings, you have ten shillings left, and what use is that to four people?
Dad can't get any work. He gets up early on weekdays, lights the fire, boils water for the tea and his shaving mug. He puts on a shirt and attaches a collar with studs. He puts on his tie and his cap and goes to the Labour Exchange to sign for the dole. He will never leave the house without collar and tie. A man without collar and tie is a man with no respect for himself. You never know when the clerk at the Labour Exchange might tell you there's a job going at Rank's Flour Mills or the Limerick Cement Company, and even if it's a laboring job what will they think if you appear without collar and tie?
Bosses and foremen always show him respect and say they're ready to hire him, but when he opens his mouth and they hear the North of Ireland accent, they take a Limerickman instead. That's what he tells Mam by the fire and when she says, Why don't you dress like a proper workingman? he says he'll never give an inch, never let them know, and when she says, Why can't you try to talk like a Limerickman? he says he'll never sink that low and the greatest sorrow of his life is that his sons are now afflicted with the Limerick accent. She says, Sorry for your troubles and I hope that's all you'll ever have, and he says that some day, with God's help, we'll get out of Limerick and far from the Shannon that kills.
I ask Dad what afflicted means and he says, Sickness, son, and things that don't fit.
When he's not looking for work Dad goes for long walks, miles into the country. He asks farmers if they need any help, that he grew up on a farm and can do anything. If they hire him he goes to work right away with his cap on and his collar and tie. He works so hard and long the farmers have to tell him to stop. They wonder how a man can work through a long hot day with no thought of food or drink. Dad smiles. He never brings home the money he earns on farms. That money seems to be different from the dole, which is supposed to be brought home. He takes the farm money to the pub and drinks it. If he's not home when the Angelus rings at six o'clock Mam knows he had a day of work. She hopes he might think of his family and pass the pub even once, but he never does. She hopes he might bring home something from the farm, potatoes, cabbage, turnips, carrots, but he'll never bring home anything because he'd never stoop so low as to ask a farmer for anything. Mam says 'tis all right for her to be begging at the St. Vincent de Paul Society for a docket for food but he can't stick a few spuds in his pocket. He says it's different for a man. You have to keep the dignity. Wear your collar and tie, keep up the appearance, and never ask for anything. Mam says, I hope it keeps fine for you.
